,STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,TEMP,TEMP_ATTRIBUTES,DEWP,DEWP_ATTRIBUTES,SLP,SLP_ATTRIBUTES,STP,STP_ATTRIBUTES,VISIB,VISIB_ATTRIBUTES,WDSP,WDSP_ATTRIBUTES,MXSPD,GUST,MAX,MAX_ATTRIBUTES,MIN,MIN_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNDP,FRSHTT
0,74394514710,2018-01-01,42.92963,-71.43566,67.4,"MANCHESTER AIRPORT, NH US",2.2,24,-12.3,24,1024.9,24,13.9,24,10.0,24,12.0,24,20.0,33.0,10.9, ,-2.9, ,0.0,G,5.1,0
1,74394514710,2018-01-02,42.92963,-71.43566,67.4,"MANCHESTER AIRPORT, NH US",2.2,24,-8.8,24,1026.2,24,15.1,24,10.0,24,3.1,24,9.9,14.0,15.1, ,-9.9, ,0.0,G,5.1,0
2,74394514710,2018-01-03,42.92963,-71.43566,67.4,"MANCHESTER AIRPORT, NH US",17.0,24,3.4,24,1024.6,24,13.9,24,9.9,24,4.2,24,8.9,999.9,27.0, ,-9.9, ,0.0,G,5.1,0
3,74394514710,2018-01-04,42.92963,-71.43566,67.4,"MANCHESTER AIRPORT, NH US",17.1,24,11.8,24,1008.9,16,994.9,24,5.0,24,11.3,24,22.0,35.9,27.0, ,3.9, ,0.0,G,15.0,101000
4,74394514710,2018-01-05,42.92963,-71.43566,67.4,"MANCHESTER AIRPORT, NH US",14.9,24,2.0,24,996.5,21,984.7,24,8.2,24,14.9,24,28.9,41.0,27.0, ,6.1, ,0.33,G,14.2,1000
5,74394514710,2018-01-06,42.92963,-71.43566,67.4,"MANCHESTER AIRPORT, NH US",4.8,24,-11.5,24,1013.3,23,2.1,24,9.8,24,12.1,24,18.1,28.0,21.9, ,1.0, ,0.0,G,14.2,0
6,74394514710,2018-01-07,42.92963,-71.43566,67.4,"MANCHESTER AIRPORT, NH US",3.1,24,-15.0,24,1030.0,23,19.0,24,10.0,24,8.0,24,18.1,27.0,16.0, ,-6.0, ,0.0,G,11.8,0
7,74394514710,2018-01-08,42.92963,-71.43566,67.4,"MANCHESTER AIRPORT, NH US",22.5,24,3.5,24,1021.4,23,10.5,24,9.7,24,7.1,24,14.0,18.1,34.0,*,12.0,*,0.0,G,9.8,1000
8,74394514710,2018-01-09,42.92963,-71.43566,67.4,"MANCHESTER AIRPORT, NH US",32.3,24,20.9,24,1016.0,24,5.7,24,10.0,24,7.8,24,14.0,22.0,39.9, ,16.0, ,0.0,G,9.1,0
9,74394514710,2018-01-10,42.92963,-71.43566,67.4,"MANCHESTER AIRPORT, NH US",28.9,24,14.4,24,1030.2,24,19.8,24,10.0,24,5.1,24,11.1,19.0,39.9, ,15.1, ,0.0,G,7.1,0
10,74394514710,2018-01-11,42.92963,-71.43566,67.4,"MANCHESTER AIRPORT, NH US",40.5,24,33.0,24,1027.6,23,17.2,24,10.0,24,6.9,24,11.1,999.9,52.0,*,30.9,*,0.0,G,3.9,0
11,74394514710,2018-01-12,42.92963,-71.43566,67.4,"MANCHESTER AIRPORT, NH US",50.6,24,49.2,24,1016.4,17,7.0,24,5.8,24,7.6,24,13.0,18.1,60.1, ,32.0, ,0.0,G,1.2,110000
12,74394514710,2018-01-13,42.92963,-71.43566,67.4,"MANCHESTER AIRPORT, NH US",46.2,24,41.0,24,1005.9,21,994.5,24,8.1,24,11.3,24,21.0,29.9,61.0,*,19.9,*,0.68,G,3.1,10000
13,74394514710,2018-01-14,42.92963,-71.43566,67.4,"MANCHESTER AIRPORT, NH US",14.7,24,-1.9,24,1033.8,24,23.1,24,10.0,24,9.8,24,15.9,26.0,21.0, ,10.0, ,0.18,G,999.9,0
14,74394514710,2018-01-15,42.92963,-71.43566,67.4,"MANCHESTER AIRPORT, NH US",12.9,24,-3.0,24,1042.0,22,30.8,24,10.0,24,8.0,24,12.0,999.9,21.0, ,7.0, ,0.0,G,999.9,0
15,74394514710,2018-01-16,42.92963,-71.43566,67.4,"MANCHESTER AIRPORT, NH US",22.8,24,9.8,24,1034.4,24,23.6,24,9.7,24,4.0,24,8.9,999.9,32.0, ,7.0, ,0.0,G,999.9,1000
16,74394514710,2018-01-17,42.92963,-71.43566,67.4,"MANCHESTER AIRPORT, NH US",29.9,24,28.0,24,1029.1,10,17.1,24,1.4,24,2.7,24,6.0,999.9,33.1, ,17.1, ,0.15,G,5.9,101000
17,74394514710,2018-01-18,42.92963,-71.43566,67.4,"MANCHESTER AIRPORT, NH US",24.6,24,18.1,24,1016.1,23,6.1,24,9.4,24,5.6,24,13.0,19.0,33.1, ,12.9, ,0.1,G,5.1,1000
