,STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,TEMP,TEMP_ATTRIBUTES,DEWP,DEWP_ATTRIBUTES,SLP,SLP_ATTRIBUTES,STP,STP_ATTRIBUTES,VISIB,VISIB_ATTRIBUTES,WDSP,WDSP_ATTRIBUTES,MXSPD,GUST,MAX,MAX_ATTRIBUTES,MIN,MIN_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNDP,FRSHTT
0,10866099999,2021-01-01,48.353783,11.786086,453.23,"MUNCHEN, GM",29.5,24,25.5,24,9999.9,0,999.9,0,6.2,24,1.9,24,4.1,999.9,37.4,*,23.0,*,0.0,I,999.9,0
1,10866099999,2021-01-02,48.353783,11.786086,453.23,"MUNCHEN, GM",28.9,24,27.3,24,9999.9,0,999.9,0,3.9,24,3.2,24,7.0,999.9,32.0,*,26.6,*,99.99, ,999.9,1000
2,10866099999,2021-01-03,48.353783,11.786086,453.23,"MUNCHEN, GM",30.6,24,28.3,24,9999.9,0,999.9,0,3.9,24,3.0,24,6.0,999.9,32.0,*,28.4,*,99.99, ,999.9,11000
3,10866099999,2021-01-04,48.353783,11.786086,453.23,"MUNCHEN, GM",30.7,24,26.2,24,9999.9,0,999.9,0,6.0,24,3.3,24,7.0,999.9,32.0,*,30.2,*,99.99, ,999.9,11000
4,10866099999,2021-01-05,48.353783,11.786086,453.23,"MUNCHEN, GM",30.6,24,27.0,24,9999.9,0,999.9,0,6.2,24,3.3,24,7.0,999.9,32.0,*,30.2,*,99.99, ,999.9,1000
5,10866099999,2021-01-06,48.353783,11.786086,453.23,"MUNCHEN, GM",30.1,24,28.3,24,9999.9,0,999.9,0,2.6,24,8.1,24,13.0,999.9,32.0,*,28.4,*,99.99, ,999.9,1000
6,10866099999,2021-01-07,48.353783,11.786086,453.23,"MUNCHEN, GM",30.9,24,27.7,24,9999.9,0,999.9,0,5.6,24,6.8,24,9.9,999.9,33.8,*,26.6,*,99.99, ,999.9,1000
7,10866099999,2021-01-08,48.353783,11.786086,453.23,"MUNCHEN, GM",30.6,24,26.4,24,9999.9,0,999.9,0,6.0,24,7.7,24,14.0,999.9,33.8,*,26.6,*,99.99, ,999.9,1000
8,10866099999,2021-01-09,48.353783,11.786086,453.23,"MUNCHEN, GM",26.1,24,23.3,24,9999.9,0,999.9,0,5.0,24,3.0,24,6.0,999.9,33.8,*,14.0,*,99.99, ,999.9,101000
9,10866099999,2021-01-10,48.353783,11.786086,453.23,"MUNCHEN, GM",17.7,24,15.9,24,9999.9,0,999.9,0,2.2,24,1.7,24,6.0,999.9,26.6,*,10.4,*,99.99, ,999.9,101000
10,10866099999,2021-01-11,48.353783,11.786086,453.23,"MUNCHEN, GM",16.8,24,14.8,24,9999.9,0,999.9,0,1.3,24,1.8,24,2.9,999.9,19.4,*,12.2,*,0.0,I,999.9,100000
11,10866099999,2021-01-12,48.353783,11.786086,453.23,"MUNCHEN, GM",29.3,24,26.4,24,9999.9,0,999.9,0,5.2,24,13.8,24,25.1,35.0,35.6,*,12.2,*,99.99, ,999.9,11000
12,10866099999,2021-01-13,48.353783,11.786086,453.23,"MUNCHEN, GM",32.7,24,27.9,24,9999.9,0,999.9,0,6.1,24,11.0,24,17.1,25.1,35.6,*,28.4,*,99.99, ,999.9,11000
13,10866099999,2021-01-14,48.353783,11.786086,453.23,"MUNCHEN, GM",31.6,24,25.9,24,9999.9,0,999.9,0,6.2,24,8.1,24,15.0,26.0,35.6,*,19.4,*,99.99, ,999.9,11000
14,10866099999,2021-01-15,48.353783,11.786086,453.23,"MUNCHEN, GM",24.4,24,22.4,24,9999.9,0,999.9,0,4.2,24,3.2,24,7.0,999.9,28.4,*,17.6,*,99.99, ,999.9,101000
15,10866099999,2021-01-16,48.353783,11.786086,453.23,"MUNCHEN, GM",27.7,24,22.2,24,9999.9,0,999.9,0,6.2,24,7.5,24,14.0,999.9,30.2,*,21.2,*,99.99, ,999.9,1000
16,10866099999,2021-01-17,48.353783,11.786086,453.23,"MUNCHEN, GM",24.6,24,22.3,24,9999.9,0,999.9,0,2.5,24,1.7,24,5.1,999.9,30.2,*,19.4,*,99.99, ,999.9,1000
17,10866099999,2021-01-18,48.353783,11.786086,453.23,"MUNCHEN, GM",33.3,24,29.9,24,9999.9,0,999.9,0,5.3,24,10.7,24,15.0,999.9,33.8,*,30.2,*,99.99, ,999.9,1000
18,10866099999,2021-01-19,48.353783,11.786086,453.23,"MUNCHEN, GM",32.6,24,25.9,24,9999.9,0,999.9,0,6.2,24,9.3,24,19.0,999.9,39.2,*,23.0,*,99.99, ,999.9,10000
19,10866099999,2021-01-20,48.353783,11.786086,453.23,"MUNCHEN, GM",32.5,24,27.4,24,9999.9,0,999.9,0,6.2,24,2.6,24,8.0,999.9,44.6,*,21.2,*,0.0,I,999.9,0
